id,product_id,family_id,manufacturer_id,model_name,full_name,release_year,discontinued_year,status,category,design,driver_type,driver_size_mm,impedance_ohms,sensitivity_db,wireless,anc,predecessor,successor,notes,date_added,fit,msrp_usd,sound_signature,connector_type,detachable_cable,weight_g,spec_confidence
647,RODE_NTH100,170,72,NTH-100,Rode NTH-100,2022,,Active,Studio,Closed Back,Dynamic,40,32,96,No,No,,,40mm reference closed-back; rotating earcups; detachable cable,,Over-Ear,150,Neutral,,,,Estimated
648,KLIPSCH_HP3,171,73,Heritage HP-3,Klipsch Heritage HP-3,2017,,Active,Headphone,Open Back,Dynamic,52,50,99,No,No,,,Walnut or cherry wood; 52mm driver; heritage aesthetic,,Over-Ear,,,,,,Estimated
649,KLIPSCH_REFONE,172,73,Reference ONE,Klipsch Reference ONE,2017,,Active,Headphone,Closed Back,Dynamic,,26,114,No,No,,,Oval ear design; oval-shaped 40mm driver,,On-Ear,,,,,,Estimated
650,RAAL_SR1A,173,74,SR1a,RAAL SR1a,2019,,Active,Headphone,Open Back,Ribbon,,,,No,No,,,True ribbon driver headphone; requires interface box; speaker-like sound,,Over-Ear,3500,,,,150,Estimated
651,RAAL_CA1A,173,74,CA1a,RAAL CA1a,2022,,Active,Headphone,Open Back,Ribbon,,,,No,No,,,CA version of SR1a; closed-able with included attachment,,Over-Ear,,,,,,Estimated
652,FOSTEX_T20RPMK3,,30,T20RP Mk3,Fostex T20RP MK3,2015,,Active,Studio,Open Back,Planar Magnetic,,50,98,No,No,,,Open-back RP studio; modding platform,,Over-Ear,,,,,,Estimated
653,FOSTEX_T40RPMK3,,30,T40RP Mk3,Fostex T40RP MK3,2015,,Active,Studio,Closed Back,Planar Magnetic,,50,97,No,No,,,Closed-back RP studio; modding platform,,Over-Ear,,,,,,Estimated
654,FOSTEX_T50RPMK3,,30,T50RP Mk3,Fostex T50RP MK3,2015,,Active,Studio,Semi-Open,Planar Magnetic,,50,92,No,No,,,The original headphone modding platform; RP driver,,Over-Ear,200,,3.5mm,Yes,320,Verified
655,FOSTEX_T50RPMK4,,30,T50RP Mk4,Fostex T50RP MK4,2022,,Active,Studio,Semi-Open,Planar Magnetic,,50,92,No,No,FOSTEX_T50RPMK3,,Updated RP driver; detachable cable added,,Over-Ear,300,,3.5mm,Yes,320,Verified
656,FOSTEX_T60RP,,30,T60RP,Fostex T60RP,2018,,Active,Studio,Semi-Open,Planar Magnetic,,50,97,No,No,,,Top of the RP studio line,,Over-Ear,,,,,,Estimated
657,FOSTEX_THXOO,75,30,TH-X00,Fostex TH-X00,2015,,Discontinued,Headphone,Closed Back,Dynamic,50,25,94,No,No,,,Massdrop collab; biodynamic 50mm; mahogany/purpleheart/ebony variants,,Over-Ear,,,,,,Estimated
658,FOSTEX_TH600,75,30,TH600,Fostex TH600,2012,,Discontinued,Headphone,Closed Back,Dynamic,50,25,100,No,No,,,Mid-tier lacquer closed-back; predecessor to TH900,,Over-Ear,600,,Dual 3.5mm,Yes,400,Estimated
659,FOSTEX_TH500RP,75,30,TH500RP,Fostex TH500RP,2014,,Discontinued,Headphone,Open Back,Planar Magnetic,,48,93,No,No,,,Open planar from Fostex; RP driver in TH chassis,,Over-Ear,,,,,,Estimated
660,YAMAHA_YH5000SE,136,45,YH-5000SE,Yamaha YH-5000SE,2022,,Active,Headphone,Open Back,Planar Magnetic,,34,98,No,No,,,Flagship orthodynamic; made in Japan; 5Hz-70kHz,,Over-Ear,,,,,,Estimated
661,YAMAHA_YH4000,136,45,YH-4000,Yamaha YH-4000,2024,,Active,Headphone,Open Back,Planar Magnetic,,34,97,No,No,,,Open orthodynamic; step below YH-5000SE,,Over-Ear,,,,,,Estimated
662,YAMAHA_HPHMT220,135,45,HPH-MT220,Yamaha HPH-MT220,2016,,Active,Studio,Closed Back,Dynamic,40,48,102,No,No,,,Studio closed-back; flat reference tuning,,Over-Ear,,,,,,Estimated
663,SONY_INZONEH3,,1,INZONE H3,Sony INZONE H3,2022,,Active,Gaming,Closed Back,Dynamic,40,32,98,No,No,,,Wired gaming headset; 40mm drivers,,Over-Ear,100,,,,,Estimated
664,SONY_INZONEH7,,1,INZONE H7,Sony INZONE H7,2022,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,No,,,Wireless gaming; no ANC,,Over-Ear,230,,,,,Estimated
665,SONY_INZONEH9,,1,INZONE H9,Sony INZONE H9,2022,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,Yes,,,Wireless gaming with ANC; flagship INZONE,,Over-Ear,300,,,,,Estimated
666,SONY_MDR7520,2,1,MDR-7520,Sony MDR-7520,2011,,Discontinued,Studio,Closed Back,Dynamic,50,24,106,No,No,,,Pro studio closed-back; 50mm driver,,Over-Ear,400,,6.35mm,,,Estimated
667,AUDEZE_EL8O,,8,EL-8 Open,Audeze EL-8 Open,2015,,Discontinued,Headphone,Open Back,Planar Magnetic,100,30,102,No,No,,,Entry-level Audeze planar; thin-film driver,,Over-Ear,,,,,,Estimated
668,AUDEZE_EL8C,,8,EL-8 Closed,Audeze EL-8 Closed,2015,,Discontinued,Headphone,Closed Back,Planar Magnetic,100,30,102,No,No,,,Closed-back entry Audeze,,Over-Ear,,,,,,Estimated
669,AUDEZE_LCDMX4,23,8,LCD-MX4,Audeze LCD-MX4,2017,,Active,Headphone,Open Back,Planar Magnetic,106,20,103,No,No,,,High efficiency 106mm planar; 1.5 Tesla Fluxor magnets,,Over-Ear,,,,,,Estimated
670,AUDEZE_MOBIUS,,8,Mobius,Audeze Mobius,2018,,Active,Gaming,Closed Back,Planar Magnetic,,10,111,Yes,Yes,,,3D planar gaming headset; head tracking; Waves Nx audio,,Over-Ear,,,,,,Estimated
671,BEYER_DT1350,17,6,DT 1350,Beyerdynamic DT 1350,2011,,Active,Headphone,Closed Back,Dynamic,35,80,96,No,No,,,Premium on-ear; Tesla driver; high isolation,,On-Ear,350,,,,230,Estimated
672,BEYER_DT177XGO,17,6,DT 177X Go,Beyerdynamic DT 177X Go,2020,,Active,Headphone,Closed Back,Dynamic,45,250,102,No,No,,,Drop + Beyerdynamic collab; DT 1770 driver; 250Ω,,Over-Ear,300,,,,,Estimated
673,BEYER_DT250,17,6,DT 250,Beyerdynamic DT 250,1998,,Active,Studio,Closed Back,Dynamic,45,250,96,No,No,,,Broadcast/monitoring classic; still in production,,Over-Ear,200,,,,,Estimated
674,AKG_Q701,,5,Q701,AKG Q701,2010,,Active,Headphone,Open Back,Dynamic,50,62,105,No,No,,,Quincy Jones signature; K701 with bass boost port,,Over-Ear,300,,,,,Estimated
675,AKG_K7XX,,5,K7XX,AKG K7XX,2014,,Discontinued,Headphone,Open Back,Dynamic,45,62,105,No,No,,,Massdrop collab K702 with K712 bass port; beloved value pick,,Over-Ear,200,,,,,Estimated
676,AKG_N60NC,,5,N60 NC,AKG N60 NC,2016,,Discontinued,Headphone,Closed Back,Dynamic,32,32,116,No,Yes,,,Compact on-ear with ANC; folding,,On-Ear,200,,Wireless,,162,Estimated
677,AKG_K267,,5,K267 Tiesto,AKG K267 Tiesto,2012,,Discontinued,Headphone,Closed Back,Dynamic,50,32,114,No,No,,,DJ collaboration; three-position bass adjustment,,Over-Ear,180,,,,,Estimated
678,SENN_AMPERIOR,4,2,Amperior,Sennheiser Amperior,2012,,Discontinued,Headphone,Closed Back,Dynamic,30,18,110,No,No,,,Aluminum-cup HD 25 variant; iPhone-compatible,,On-Ear,300,Bright,,No,143,Verified
679,SENN_HD201,4,2,HD 201,Sennheiser HD 201,2004,,Discontinued,Headphone,Closed Back,Dynamic,40,32,108,No,No,,,Entry-level budget closed-back,,On-Ear,130,,,,,Estimated
680,SENN_HD203,4,2,HD 203,Sennheiser HD 203,2006,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,DJ-oriented entry-level,,On-Ear,40,,,,,Estimated
681,SENN_HD219,4,2,HD 219,Sennheiser HD 219,2010,,Discontinued,Headphone,Closed Back,Dynamic,40,32,115,No,No,,,,,On-Ear,50,,,,,Estimated
682,SENN_HD229,4,2,HD 229,Sennheiser HD 229,2010,,Discontinued,Headphone,Closed Back,Dynamic,40,32,115,No,No,,,,,On-Ear,70,,,,,Estimated
683,SENN_HD238,4,2,HD 238,Sennheiser HD 238,2008,,Discontinued,Headphone,Open Back,Dynamic,40,32,112,No,No,,,Portable open-back; popular value pick in its era,,On-Ear,80,,,,,Estimated
684,SENN_GAMEONE,4,2,GAME ONE,Sennheiser GAME ONE,2014,,Active,Gaming,Open Back,Dynamic,,50,110,No,No,,,Open-back gaming headset; HD 558 driver,,Over-Ear,150,,,,,Estimated
685,SENN_GSP600,4,2,GSP 600,Sennheiser GSP 600,2018,,Active,Gaming,Closed Back,Dynamic,,28,112,No,No,,,Pro closed-back gaming; broadcast-quality boom mic,,Over-Ear,250,,,,,Estimated
686,SENN_GSP300,4,2,GSP 300,Sennheiser GSP 300,2017,,Active,Gaming,Closed Back,Dynamic,,28,113,No,No,,,Entry gaming closed-back,,Over-Ear,80,,,,,Estimated
687,KOSS_KPH40,,43,KPH40 Utility,Koss KPH40 Utility,2022,,Active,Headphone,Open Back,Dynamic,30,60,101,No,No,,,KPH30i successor; on-ear; wide soundstage for price,,On-Ear,40,,3.5mm,No,56,Estimated
688,KOSS_KPH7,,43,KPH7,Koss KPH7,1985,,Legacy Active,Headphone,Open Back,Dynamic,25,60,101,No,No,,,Classic folding on-ear; budget favorite,,On-Ear,35,,,No,,Estimated
689,DCA_ETHERFLOW,48,14,Ether Flow,Dan Clark Audio Ether Flow,2016,,Discontinued,Headphone,Open Back,Planar Magnetic,,23,93,No,No,,,Tuning filter system; MrSpeakers era,,Over-Ear,,,,,,Estimated
690,DCA_ETHERCFLOW,48,14,Ether C Flow,Dan Clark Audio Ether C Flow,2016,,Discontinued,Headphone,Closed Back,Planar Magnetic,,23,93,No,No,,,Closed-back Ether Flow; MrSpeakers era,,Over-Ear,,,,,,Estimated
691,DCA_AEONOPEN,47,14,Aeon Open,Dan Clark Audio Aeon Open,2018,,Discontinued,Headphone,Open Back,Planar Magnetic,,13,93,No,No,,,Open-back Aeon; foldable planar,,Over-Ear,,,,,,Estimated
692,JBL_QUANTUM100,106,38,Quantum 100,JBL Quantum 100,2020,,Active,Gaming,Closed Back,Dynamic,40,32,100,No,No,,,Entry gaming wired headset,,Over-Ear,30,,,,,Estimated
693,JBL_QUANTUM400,106,38,Quantum 400,JBL Quantum 400,2020,,Active,Gaming,Closed Back,Dynamic,50,32,100,No,No,,,Gaming headset with USB and RGB,,Over-Ear,100,,,,,Estimated
694,JBL_QUANTUM800,106,38,Quantum 800,JBL Quantum 800,2020,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,Yes,,,Wireless ANC gaming flagship,,Over-Ear,200,,,,,Estimated
695,JBL_QUANTUMONE,106,38,Quantum ONE,JBL Quantum ONE,2020,,Active,Gaming,Closed Back,Dynamic,50,32,100,No,No,,,Top-tier JBL gaming; head-tracking surround,,Over-Ear,300,,,,,Estimated
696,DENON_D7000,76,31,AH-D7000,Denon AH-D7000,2007,,Discontinued,Headphone,Closed Back,Dynamic,50,25,106,No,No,,,Mahogany flagship; biodynamic 50mm driver,,Over-Ear,1000,,,,395,Estimated
697,DENON_D7100,76,31,AH-D7100,Denon AH-D7100,2012,,Discontinued,Headphone,Closed Back,Dynamic,50,25,106,No,No,DENON_D7000,DENON_D7200,Successor to D7000; updated driver,,Over-Ear,600,,,,,Estimated
698,DENON_D600,76,31,AH-D600,Denon AH-D600,2012,,Discontinued,Headphone,Closed Back,Dynamic,50,25,98,No,No,,,Mid-tier closed; walnut wood,,Over-Ear,300,,Dual 3.5mm,Yes,330,Estimated
699,YAMAHA_YHC3000,136,45,YH-C3000,Yamaha YH-C3000,2024,,Active,Headphone,Closed Back,Dynamic,,34,94,No,No,,,Beech wood closed-back; Armodynamic driver,,Over-Ear,,,,,,Estimated
700,MODHOUSE_ARGONMK3,182,81,Argon Mk3,Modhouse Audio Argon Mk3,2020,,Active,Headphone,Semi-Open,Planar Magnetic,,50,96,No,No,,,T50RP Mk2 base with custom Argon planar driver; wildly popular mod,,Over-Ear,400,,,,380,Estimated
701,MODHOUSE_TUNGSTEN,183,81,Tungsten,Modhouse Audio Tungsten,2022,,Active,Headphone,Open Back,Planar Magnetic,,16,97,No,No,,,Original planar design; not T50RP-based; open-back flagship,,Over-Ear,600,,,,400,Estimated
702,KIWIEARS_ARDOR,184,82,Ardor,Kiwi Ears Ardor,2023,,Active,Headphone,Open Back,Planar Magnetic,,20,96,No,No,,,90mm planar; acclaimed value flagship,,Over-Ear,250,,,,390,Estimated
703,KIWIEARS_ELLIPSE,184,82,Ellipse,Kiwi Ears Ellipse,2023,,Active,Headphone,Closed Back,Planar Magnetic,,20,96,No,No,,,Closed-back 90mm planar companion to Ardor,,Over-Ear,280,,,,420,Estimated
704,KIWIEARS_ATHEIA,184,82,Atheia,Kiwi Ears Atheia,2024,,Active,Headphone,Open Back,Planar Magnetic,,20,98,No,No,,,Successor to Ardor; improved tuning,,Over-Ear,300,,,,,Estimated
705,KIWIEARS_AVENTUS,184,82,Aventus,Kiwi Ears Aventus,2024,,Active,Headphone,Open Back,Planar Magnetic,,32,98,No,No,,,Mid-fi open planar,,Over-Ear,,,,,,Estimated
706,KIWIEARS_DIVISION,184,82,Division,Kiwi Ears Division,2024,,Active,Headphone,Open Back,Dynamic,40,32,98,No,No,,,Dynamic flagship from Kiwi Ears,,Over-Ear,,,,,,Estimated
707,PLANT_BB500,185,83,BackBeat 500,Plantronics BackBeat 500,2016,,Discontinued,Headphone,Closed Back,Dynamic,,32,100,Yes,No,,,Wireless on-ear; foldable; entry BackBeat,,On-Ear,60,,,,,Estimated
708,PLANT_BB600,185,83,BackBeat Go 600,Plantronics BackBeat Go 600,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,32,100,Yes,No,,,Wireless on-ear with optional ANC,,On-Ear,80,,,,,Estimated
709,PLANT_BB810,185,83,BackBeat Go 810,Plantronics BackBeat Go 810,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,ANC wireless over-ear; successor to 600,,Over-Ear,150,,,,175,Estimated
710,PHIATON_MS530,186,84,MS 530,Phiaton Chord MS 530,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,Yes,Yes,,,Bluetooth + ANC; premium wireless early adopter,,Over-Ear,300,V-Shaped,,,195,Estimated
711,PHIATON_MS500,186,84,MS 500,Phiaton Chord MS 500,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,Wired premium closed-back; wood + metal design,,Over-Ear,,,,,,Estimated
712,PHIATON_PS500,187,84,PS 500,Phiaton Bridge PS 500,2011,,Discontinued,Headphone,Closed Back,Dynamic,,32,110,No,No,,,Over-ear flaghship; semi-open cups,,Over-Ear,,,,,,Estimated
713,PHIATON_PS320,187,84,PS 320,Phiaton Bridge PS 320,2011,,Discontinued,Headphone,Closed Back,Dynamic,40,32,112,No,No,,,Compact over-ear; wood accents,,On-Ear,,,,,,Estimated
714,PHIATON_BT460,187,84,BT 460,Phiaton Bridge BT 460,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,Yes,No,,,Wireless foldable; aptX; popular value wireless,,On-Ear,130,,,,185,Estimated
715,TEUFEL_ZOLA,188,85,Zola,Teufel Zola,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,German ANC wireless; clean tuning,,On-Ear,150,,,,,Estimated
716,TEUFEL_CAGE,188,85,CAGE,Teufel CAGE,2017,,Discontinued,Headphone,Closed Back,Dynamic,40,32,98,No,No,,,Wired studio-style closed-back,,On-Ear,,,,,,Estimated
717,TEUFEL_REALBLUENC,188,85,Real Blue NC,Teufel Real Blue NC,2019,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,ANC wireless; strong value in Europe,,Over-Ear,120,,,,,Estimated
718,TEUFEL_REALZ,188,85,Real Z,Teufel Real Z,2021,,Active,Headphone,Open Back,Dynamic,40,50,100,No,No,,,Open-back audiophile design,,Over-Ear,,,,,,Estimated
719,MARLEY_PV2,189,86,Positive Vibration 2,House of Marley Positive Vibration 2,2017,,Active,Headphone,Closed Back,Dynamic,40,32,100,No,No,,,Sustainable materials; bamboo and fabric; casual on-ear,,On-Ear,,,,,170,Estimated
720,MARLEY_PV2BT,189,86,Positive Vibration 2 Wireless,House of Marley Positive Vibration 2 Wireless,2018,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,No,,,Wireless version of PV2; 10hr battery,,On-Ear,,,,,185,Estimated
721,MARLEY_STIRIUP,189,86,Stir It Up Wireless,House of Marley Stir It Up Wireless,2019,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,No,,,Over-ear wireless; sustainable build,,Over-Ear,,,,,,Estimated
722,MARLEY_EXODUS,189,86,Exodus,House of Marley Exodus,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,32,100,No,No,,,Premium over-ear; red cherry wood,,Over-Ear,,,,,,Estimated
723,CM_MH630,190,87,MH630,Cooler Master MH630,2018,,Discontinued,Gaming,Closed Back,Dynamic,40,32,100,No,No,,,Wired gaming headset; 40mm driver,,Over-Ear,,,,,,Estimated
724,CM_MH751,190,87,MH751,Cooler Master MH751,2019,,Active,Gaming,Closed Back,Dynamic,40,26,100,No,No,,,40mm driver; popular gaming headset value pick,,Over-Ear,,,,,,Estimated
725,CM_MH752,190,87,MH752,Cooler Master MH752,2019,,Active,Gaming,Closed Back,Dynamic,40,26,100,No,No,,,MH751 with USB soundcard; surround 7.1,,Over-Ear,,,,,,Estimated
726,ULTRA_ED8,79,34,Edition 8,Ultrasone Edition 8,2010,,Active,Headphone,Closed Back,Dynamic,40,32,96,No,No,,,S-Logic II; 40mm; Ethiopian sheepskin; flagship portable,,Over-Ear,1500,,,,280,Estimated
727,ULTRA_ED10,79,34,Edition 10,Ultrasone Edition 10,2011,,Active,Headphone,Open Back,Dynamic,40,32,96,No,No,,,S-Logic Plus; open-back flagship; Ruthenium-plated,,Over-Ear,2000,,,,350,Estimated
728,ULTRA_ED15,79,34,Edition 15,Ultrasone Edition 15,2015,,Active,Headphone,Open Back,Dynamic,40,32,96,No,No,,,S-Logic Plus; anniversary flagship,,Over-Ear,2500,,,,,Estimated
729,ULTRA_HFI780,,34,HFI-780,Ultrasone HFI-780,2008,,Discontinued,Headphone,Semi-Open,Dynamic,40,75,96,No,No,,,S-Logic; popular semi-open; discontinued,,Over-Ear,200,,,,230,Estimated
730,ULTRA_HFI450,,34,HFI-450,Ultrasone HFI-450,2007,,Discontinued,Headphone,Closed Back,Dynamic,40,40,96,No,No,,,Entry S-Logic closed-back,,Over-Ear,100,,,,,Estimated
731,ULTRA_HFI2400,,34,HFI-2400,Ultrasone HFI-2400,2009,,Discontinued,Headphone,Semi-Open,Dynamic,40,75,96,No,No,,,S-Logic Plus; higher-tier HFI,,Over-Ear,300,,,,230,Estimated
732,ULTRA_SIGPURE,,34,Signature Pure,Ultrasone Signature Pure,2020,,Active,Headphone,Closed Back,Dynamic,40,35,96,No,No,,,Refined S-Logic; clean reference tuning,,Over-Ear,700,,,,290,Estimated
733,ULTRA_TRIB7,79,34,Tribute 7,Ultrasone Tribute 7,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,32,96,No,No,,,Limited 25th anniversary; gold-plated; 700 units only,,Over-Ear,,,,,,Estimated
734,DCA_MADDOG,48,14,Mad Dog,Dan Clark Audio Mad Dog,2012,,Discontinued,Headphone,Closed Back,Planar Magnetic,,50,91,No,No,,,MrSpeakers era; T50RP-based closed planar; the one that started it all,,Over-Ear,300,,,,385,Estimated
735,DCA_VOCE,48,14,Voce,Dan Clark Audio Voce,2017,,Active,Headphone,Open Back,Electrostatic,,,,No,No,,,DCA electrostatic; requires compatible energizer,,Over-Ear,3500,,,,455,Estimated
736,DCA_NOIRECLOSED,48,14,Noire,Dan Clark Audio Noire,2021,,Active,Headphone,Closed Back,Planar Magnetic,,23,90,No,No,,,Closed-back planar; tuned for music production,,Over-Ear,800,,mini-XLR,Yes,,Estimated
737,FOSTEX_T50RPMK2,,30,T50RP Mk2,Fostex T50RP MK2,2011,,Discontinued,Studio,Semi-Open,Planar Magnetic,,50,92,No,No,,FOSTEX_T50RPMK3,Pre-Mk3; detachable cable not yet available; still the modding base,,Over-Ear,200,,,,,Estimated
738,FOSTEX_TXO,75,30,T-X0,Fostex T-X0,2016,,Discontinued,Headphone,Closed Back,Dynamic,50,25,100,No,No,,,Biodynamic 50mm driver; base for Massdrop TH-X00; premium Fostex tech,,Over-Ear,400,,,Yes,280,Estimated
739,FOSTEX_TXOII,75,30,T-X0 II,Fostex T-X0 II,2019,,Active,Headphone,Closed Back,Dynamic,50,25,100,No,No,,,Updated T-X0 driver; improved housing,,Over-Ear,,,,,,Estimated
740,FOSTEX_TR80,,30,TR-80,Fostex TR-80,2012,,Active,Studio,Open Back,Dynamic,50,80,100,No,No,,,Open reference monitor; large 50mm driver,,Over-Ear,150,,,Yes,294,Estimated
741,FOSTEX_TH616,75,30,TH616,Fostex TH616,2020,,Active,Headphone,Closed Back,Dynamic,50,25,100,No,No,,,Mid-tier TH closed-back; 50mm driver,,Over-Ear,,,,,,Estimated
742,JBL_CLUBONE,,38,CLUB ONE,JBL CLUB ONE,2020,,Active,Headphone,Closed Back,Dynamic,40,32,105,Yes,Yes,,,Premium ANC flagship; adaptive noise cancelling; True Adaptive Sound,,Over-Ear,300,Bassy,,,289,Estimated
743,JBL_CLUB700,,38,CLUB 700BT,JBL CLUB 700BT,2020,,Active,Headphone,Closed Back,Dynamic,40,32,103,Yes,No,,,Wireless on-ear; Club series entry,,On-Ear,120,,,,,Estimated
744,JBL_CLUB950,,38,CLUB 950NC,JBL CLUB 950NC,2020,,Active,Headphone,Closed Back,Dynamic,40,32,103,Yes,Yes,,,ANC wireless over-ear; Club series,,Over-Ear,200,,,,,Estimated
745,JBL_LIVE670,84,38,Live 670NC,JBL Live 670NC,2022,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,ANC wireless on-ear; successor to Live 460NC,,Over-Ear,150,,,,,Estimated
746,JBL_DUETNC,110,38,Duet NC,JBL Duet NC,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,Yes,Yes,,,ANC wireless on-ear; foldable; mid-tier,,On-Ear,100,,,,,Estimated
747,LOGI_G430,,21,G430,Logitech G430,2013,,Discontinued,Gaming,Closed Back,Dynamic,40,32,90,No,No,,,Wired surround-sound gaming; 40mm driver,,Over-Ear,80,,,No,,Estimated
748,LOGI_G433,,21,G433,Logitech G433,2017,,Discontinued,Gaming,Closed Back,Dynamic,40,39,107,No,No,,,Wired DTS Headphone:X 7.1 surround,,Over-Ear,100,,USB,No,,Estimated
749,LOGI_G435,,21,G435 Lightspeed,Logitech G435 Lightspeed,2021,,Active,Gaming,Closed Back,Dynamic,40,32,93,Yes,No,,,Ultra-lightweight Lightspeed wireless; 165g,,Over-Ear,80,,Wireless,No,165,Estimated
750,LOGI_G533,,21,G533,Logitech G533,2017,,Discontinued,Gaming,Closed Back,Dynamic,40,39,107,Yes,No,,,Wireless Dolby 7.1 gaming; 40mm Pro-G driver,,Over-Ear,150,,Wireless,No,350,Estimated
751,LOGI_G635,,21,G635,Logitech G635,2018,,Discontinued,Gaming,Closed Back,Dynamic,50,39,107,No,No,,,Wired DTS Headphone:X 2.0; 50mm,,Over-Ear,150,,USB,No,375,Estimated
752,LOGI_G735,,21,G735,Logitech G735,2022,,Active,Gaming,Closed Back,Dynamic,40,32,93,Yes,No,,,Wireless; colourful customizable; target female gamers market,,Over-Ear,180,,Wireless,No,300,Estimated
753,LOGI_G930,,21,G930,Logitech G930,2011,,Discontinued,Gaming,Closed Back,Dynamic,40,32,90,Yes,No,,,Early Logitech wireless gaming; 40mm driver,,Over-Ear,100,,,,375,Estimated
754,RAZER_KRAKENX,59,20,Kraken X,Razer Kraken X,2019,,Active,Gaming,Closed Back,Dynamic,40,32,109,No,No,,,Lightweight wired Kraken; 40mm driver; 250g,,Over-Ear,50,,3.5mm,No,250,Estimated
755,RAZER_KRAKENULTI,59,20,Kraken Ultimate,Razer Kraken Ultimate,2020,,Discontinued,Gaming,Closed Back,Dynamic,50,32,109,No,No,,,USB THX Spatial; 50mm driver; ANC mic,,Over-Ear,130,,USB,No,322,Estimated
756,RAZER_NARIU,59,20,Nari Ultimate,Razer Nari Ultimate,2018,,Discontinued,Gaming,Closed Back,Dynamic,50,32,109,Yes,No,,,Wireless with HyperSense haptic feedback,,Over-Ear,200,,Wireless,No,340,Estimated
757,RAZER_OPUS2020,,20,Opus,Razer Opus,2020,,Discontinued,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,Lifestyle ANC headphone; not gaming-focused,,Over-Ear,200,,,,300,Estimated
758,RAZER_BARRACUDAX,103,20,Barracuda X,Razer Barracuda X,2021,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,No,,,Wireless multi-platform; USB-C and 2.4GHz,,Over-Ear,100,,Wireless,No,250,Estimated
759,ATECH_EW9,13,4,ATH-EW9,Audio-Technica ATH-EW9,2004,,Discontinued,Headphone,Open Back,Dynamic,13,16,96,No,No,,,Clip-on premium; cherrywood housing; 13.4mm driver,,Over-Ear,200,,,,,Estimated
760,ATECH_ES55,,4,ATH-ES55,Audio-Technica ATH-ES55,2006,,Discontinued,Headphone,Closed Back,Dynamic,40,40,100,No,No,,,Portable on-ear; rosewood; gold accents,,Over-Ear,100,,,,,Estimated
761,ATECH_ANC70,,4,ATH-ANC70,Audio-Technica ATH-ANC70,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,38,98,No,Yes,,,Active noise cancelling; foldable; 40mm driver,,Over-Ear,150,,,,,Estimated
762,ATECH_ANC50,,4,ATH-ANC50iS,Audio-Technica ATH-ANC50iS,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,40,100,No,Yes,,,ANC on-ear with iOS inline remote,,Over-Ear,80,,,,,Estimated
763,AKG_K272HD,,5,K272HD,AKG K272HD,2007,,Discontinued,Studio,Semi-Open,Dynamic,30,55,91,No,No,,,High-definition 55Ω studio semi-open; gold-plated connector,,Over-Ear,130,,,,,Estimated
764,AKG_K67,,5,K67 Tiesto,AKG K67 Tiesto,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,114,No,No,,,On-ear DJ; companion to K267; bass-reinforced,,On-Ear,130,,,,,Estimated
765,AKG_K44,,5,K44,AKG K44,2010,,Discontinued,Headphone,Closed Back,Dynamic,40,32,112,No,No,,,Entry budget closed-back; 32Ω,,Over-Ear,50,,3.5mm,No,,Estimated
766,SENN_HD429,4,2,HD 429,Sennheiser HD 429,2011,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,Budget closed; asymmetric cable; E.A.R. technology,,On-Ear,80,,,,,Estimated
767,SENN_HD439,4,2,HD 439,Sennheiser HD 439,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,Budget closed; improved comfort over HD 419,,On-Ear,100,,,,,Estimated
768,SENN_HD449,4,2,HD 449,Sennheiser HD 449,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,Budget closed; extra bass tuning,,On-Ear,100,,,,,Estimated
769,SENN_HD471,4,2,HD 471i,Sennheiser HD 471i,2016,,Discontinued,Headphone,Closed Back,Dynamic,,32,115,No,No,,,Closed-back; iOS inline remote,,On-Ear,100,,,,,Estimated
770,SENN_HD515,4,2,HD 515,Sennheiser HD 515,2004,,Discontinued,Headphone,Open Back,Dynamic,,50,112,No,No,,SENN_HD518,Mid-tier open-back; precursor to HD 518 line,,Over-Ear,100,,,,,Estimated
